File Name Group ChIP Mate
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K27me3/Exp1_3_h__H3K27me3_TGGTTG_L002_R1_002.fastq.gz Exp1_3h_H3K27me3 H3K27me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K27me3/Exp1_3_h__H3K27me3_TGGTTG_L004_R1_002.fastq.gz Exp1_3h_H3K27me3 H3K27me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K27me3/Exp1_3_h__H3K27me3_TGGTTG_L002_R1_001.fastq.gz Exp1_3h_H3K27me3 H3K27me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K27me3/Exp1_3_h__H3K27me3_TGGTTG_L004_R1_001.fastq.gz Exp1_3h_H3K27me3 H3K27me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L002_R1_001.fastq.gz Exp1_3h_H3K27me3_Input H3K27me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L004_R1_001.fastq.gz Exp1_3h_H3K27me3_Input H3K27me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L003_R1_002.fastq.gz Exp1_3h_H3K27me3_Input H3K27me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L004_R1_002.fastq.gz Exp1_3h_H3K27me3_Input H3K27me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L001_R1_001.fastq.gz Exp1_3h_H3K27me3_Input H3K27me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L003_R1_001.fastq.gz Exp1_3h_H3K27me3_Input H3K27me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L002_R1_002.fastq.gz Exp1_3h_H3K27me3_Input H3K27me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L001_R1_002.fastq.gz Exp1_3h_H3K27me3_Input H3K27me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K4me3/Exp1_3_h__H3K4me3_TTAGGC_L002_R1_001.fastq.gz Exp1_3h_H3K4me3 H3K4me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K4me3/Exp1_3_h__H3K4me3_TTAGGC_L003_R1_001.fastq.gz Exp1_3h_H3K4me3 H3K4me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K4me3/Exp1_3_h__H3K4me3_TTAGGC_L004_R1_001.fastq.gz Exp1_3h_H3K4me3 H3K4me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K4me3/Exp1_3_h__H3K4me3_TTAGGC_L001_R1_001.fastq.gz Exp1_3h_H3K4me3 H3K4me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K4me3/Exp1_3_h__H3K4me3_TTAGGC_L002_R1_002.fastq.gz Exp1_3h_H3K4me3 H3K4me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K4me3/Exp1_3_h__H3K4me3_TTAGGC_L003_R1_002.fastq.gz Exp1_3h_H3K4me3 H3K4me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K4me3/Exp1_3_h__H3K4me3_TTAGGC_L001_R1_002.fastq.gz Exp1_3h_H3K4me3 H3K4me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__H3K4me3/Exp1_3_h__H3K4me3_TTAGGC_L004_R1_002.fastq.gz Exp1_3h_H3K4me3 H3K4me3_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L002_R1_001.fastq.gz Exp1_3h_H3K4me3_Input H3K4me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L004_R1_001.fastq.gz Exp1_3h_H3K4me3_Input H3K4me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L003_R1_002.fastq.gz Exp1_3h_H3K4me3_Input H3K4me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L004_R1_002.fastq.gz Exp1_3h_H3K4me3_Input H3K4me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L001_R1_001.fastq.gz Exp1_3h_H3K4me3_Input H3K4me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L003_R1_001.fastq.gz Exp1_3h_H3K4me3_Input H3K4me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L002_R1_002.fastq.gz Exp1_3h_H3K4me3_Input H3K4me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L001_R1_002.fastq.gz Exp1_3h_H3K4me3_Input H3K4me3_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Polymerase_II/Exp1_3_h__Polymerase_II_GTGCTA_L002_R1_001.fastq.gz Exp1_3h_PolII PolII_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Polymerase_II/Exp1_3_h__Polymerase_II_GTGCTA_L004_R1_001.fastq.gz Exp1_3h_PolII PolII_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Polymerase_II/Exp1_3_h__Polymerase_II_GTGCTA_L001_R1_001.fastq.gz Exp1_3h_PolII PolII_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Polymerase_II/Exp1_3_h__Polymerase_II_GTGCTA_L003_R1_001.fastq.gz Exp1_3h_PolII PolII_3h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L002_R1_001.fastq.gz Exp1_3h_PolII_Input PolII_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L004_R1_001.fastq.gz Exp1_3h_PolII_Input PolII_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L003_R1_002.fastq.gz Exp1_3h_PolII_Input PolII_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L004_R1_002.fastq.gz Exp1_3h_PolII_Input PolII_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L001_R1_001.fastq.gz Exp1_3h_PolII_Input PolII_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L003_R1_001.fastq.gz Exp1_3h_PolII_Input PolII_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L002_R1_002.fastq.gz Exp1_3h_PolII_Input PolII_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_3_h__Input_DNA/Exp1_3_h__Input_DNA_TCGAAG_L001_R1_002.fastq.gz Exp1_3h_PolII_Input PolII_3h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K27me3/Exp1_6_h_H3K27me3_TCTCGG_L002_R1_001.fastq.gz Exp1_6h_H3K27me3 H3K27me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K27me3/Exp1_6_h_H3K27me3_TCTCGG_L001_R1_002.fastq.gz Exp1_6h_H3K27me3 H3K27me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K27me3/Exp1_6_h_H3K27me3_TCTCGG_L003_R1_002.fastq.gz Exp1_6h_H3K27me3 H3K27me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K27me3/Exp1_6_h_H3K27me3_TCTCGG_L004_R1_001.fastq.gz Exp1_6h_H3K27me3 H3K27me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K27me3/Exp1_6_h_H3K27me3_TCTCGG_L002_R1_002.fastq.gz Exp1_6h_H3K27me3 H3K27me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K27me3/Exp1_6_h_H3K27me3_TCTCGG_L003_R1_001.fastq.gz Exp1_6h_H3K27me3 H3K27me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K27me3/Exp1_6_h_H3K27me3_TCTCGG_L004_R1_002.fastq.gz Exp1_6h_H3K27me3 H3K27me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K27me3/Exp1_6_h_H3K27me3_TCTCGG_L001_R1_001.fastq.gz Exp1_6h_H3K27me3 H3K27me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L003_R1_002.fastq.gz Exp1_6h_H3K27me3_Input H3K27me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L004_R1_002.fastq.gz Exp1_6h_H3K27me3_Input H3K27me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L001_R1_001.fastq.gz Exp1_6h_H3K27me3_Input H3K27me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L001_R1_002.fastq.gz Exp1_6h_H3K27me3_Input H3K27me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L003_R1_001.fastq.gz Exp1_6h_H3K27me3_Input H3K27me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L004_R1_001.fastq.gz Exp1_6h_H3K27me3_Input H3K27me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L002_R1_002.fastq.gz Exp1_6h_H3K27me3_Input H3K27me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L002_R1_001.fastq.gz Exp1_6h_H3K27me3_Input H3K27me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K4me3/Exp1_6_h_H3K4me3_TGACCA_L001_R1_002.fastq.gz Exp1_6h_H3K4me3 H3K4me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K4me3/Exp1_6_h_H3K4me3_TGACCA_L001_R1_001.fastq.gz Exp1_6h_H3K4me3 H3K4me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K4me3/Exp1_6_h_H3K4me3_TGACCA_L002_R1_001.fastq.gz Exp1_6h_H3K4me3 H3K4me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K4me3/Exp1_6_h_H3K4me3_TGACCA_L004_R1_002.fastq.gz Exp1_6h_H3K4me3 H3K4me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K4me3/Exp1_6_h_H3K4me3_TGACCA_L002_R1_002.fastq.gz Exp1_6h_H3K4me3 H3K4me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K4me3/Exp1_6_h_H3K4me3_TGACCA_L003_R1_002.fastq.gz Exp1_6h_H3K4me3 H3K4me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K4me3/Exp1_6_h_H3K4me3_TGACCA_L003_R1_001.fastq.gz Exp1_6h_H3K4me3 H3K4me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_H3K4me3/Exp1_6_h_H3K4me3_TGACCA_L004_R1_001.fastq.gz Exp1_6h_H3K4me3 H3K4me3_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L003_R1_002.fastq.gz Exp1_6h_H3K4me3_Input H3K4me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L004_R1_002.fastq.gz Exp1_6h_H3K4me3_Input H3K4me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L001_R1_001.fastq.gz Exp1_6h_H3K4me3_Input H3K4me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L001_R1_002.fastq.gz Exp1_6h_H3K4me3_Input H3K4me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L003_R1_001.fastq.gz Exp1_6h_H3K4me3_Input H3K4me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L004_R1_001.fastq.gz Exp1_6h_H3K4me3_Input H3K4me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L002_R1_002.fastq.gz Exp1_6h_H3K4me3_Input H3K4me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L002_R1_001.fastq.gz Exp1_6h_H3K4me3_Input H3K4me3_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Polymerase_II/Exp1_6_h_Polymerase_II_GGTTGG_L004_R1_001.fastq.gz Exp1_6h_PolII PolII_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Polymerase_II/Exp1_6_h_Polymerase_II_GGTTGG_L001_R1_001.fastq.gz Exp1_6h_PolII PolII_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Polymerase_II/Exp1_6_h_Polymerase_II_GGTTGG_L003_R1_001.fastq.gz Exp1_6h_PolII PolII_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Polymerase_II/Exp1_6_h_Polymerase_II_GGTTGG_L002_R1_001.fastq.gz Exp1_6h_PolII PolII_6h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L003_R1_002.fastq.gz Exp1_6h_PolII_Input PolII_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L004_R1_002.fastq.gz Exp1_6h_PolII_Input PolII_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L001_R1_001.fastq.gz Exp1_6h_PolII_Input PolII_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L001_R1_002.fastq.gz Exp1_6h_PolII_Input PolII_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L003_R1_001.fastq.gz Exp1_6h_PolII_Input PolII_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L004_R1_001.fastq.gz Exp1_6h_PolII_Input PolII_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L002_R1_002.fastq.gz Exp1_6h_PolII_Input PolII_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_6_h_Input_DNA/Exp1_6_h_Input_DNA_TAACGC_L002_R1_001.fastq.gz Exp1_6h_PolII_Input PolII_6h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K27me3/Exp1_9_h_H3K27me3_TAAGCG_L002_R1_001.fastq.gz Exp1_9h_H3K27me3 H3K27me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K27me3/Exp1_9_h_H3K27me3_TAAGCG_L002_R1_002.fastq.gz Exp1_9h_H3K27me3 H3K27me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K27me3/Exp1_9_h_H3K27me3_TAAGCG_L004_R1_002.fastq.gz Exp1_9h_H3K27me3 H3K27me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K27me3/Exp1_9_h_H3K27me3_TAAGCG_L003_R1_001.fastq.gz Exp1_9h_H3K27me3 H3K27me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K27me3/Exp1_9_h_H3K27me3_TAAGCG_L003_R1_002.fastq.gz Exp1_9h_H3K27me3 H3K27me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K27me3/Exp1_9_h_H3K27me3_TAAGCG_L001_R1_001.fastq.gz Exp1_9h_H3K27me3 H3K27me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K27me3/Exp1_9_h_H3K27me3_TAAGCG_L004_R1_001.fastq.gz Exp1_9h_H3K27me3 H3K27me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K27me3/Exp1_9_h_H3K27me3_TAAGCG_L001_R1_002.fastq.gz Exp1_9h_H3K27me3 H3K27me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L003_R1_001.fastq.gz Exp1_9h_H3K27me3_Input H3K27me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L001_R1_001.fastq.gz Exp1_9h_H3K27me3_Input H3K27me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L003_R1_002.fastq.gz Exp1_9h_H3K27me3_Input H3K27me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L004_R1_001.fastq.gz Exp1_9h_H3K27me3_Input H3K27me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L002_R1_002.fastq.gz Exp1_9h_H3K27me3_Input H3K27me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L002_R1_001.fastq.gz Exp1_9h_H3K27me3_Input H3K27me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L001_R1_002.fastq.gz Exp1_9h_H3K27me3_Input H3K27me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L004_R1_002.fastq.gz Exp1_9h_H3K27me3_Input H3K27me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K4me3/Exp1_9_h_H3K4me3_ACAGTG_L001_R1_002.fastq.gz Exp1_9h_H3K4me3 H3K4me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K4me3/Exp1_9_h_H3K4me3_ACAGTG_L003_R1_001.fastq.gz Exp1_9h_H3K4me3 H3K4me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K4me3/Exp1_9_h_H3K4me3_ACAGTG_L001_R1_001.fastq.gz Exp1_9h_H3K4me3 H3K4me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K4me3/Exp1_9_h_H3K4me3_ACAGTG_L004_R1_001.fastq.gz Exp1_9h_H3K4me3 H3K4me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K4me3/Exp1_9_h_H3K4me3_ACAGTG_L002_R1_002.fastq.gz Exp1_9h_H3K4me3 H3K4me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K4me3/Exp1_9_h_H3K4me3_ACAGTG_L002_R1_001.fastq.gz Exp1_9h_H3K4me3 H3K4me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K4me3/Exp1_9_h_H3K4me3_ACAGTG_L003_R1_002.fastq.gz Exp1_9h_H3K4me3 H3K4me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_H3K4me3/Exp1_9_h_H3K4me3_ACAGTG_L004_R1_002.fastq.gz Exp1_9h_H3K4me3 H3K4me3_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L003_R1_001.fastq.gz Exp1_9h_H3K4me3_Input H3K4me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L001_R1_001.fastq.gz Exp1_9h_H3K4me3_Input H3K4me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L003_R1_002.fastq.gz Exp1_9h_H3K4me3_Input H3K4me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L004_R1_001.fastq.gz Exp1_9h_H3K4me3_Input H3K4me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L002_R1_002.fastq.gz Exp1_9h_H3K4me3_Input H3K4me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L002_R1_001.fastq.gz Exp1_9h_H3K4me3_Input H3K4me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L001_R1_002.fastq.gz Exp1_9h_H3K4me3_Input H3K4me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L004_R1_002.fastq.gz Exp1_9h_H3K4me3_Input H3K4me3_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Polymerase_II/Exp1_9_h_Polymerase_II_TGCGAT_L002_R1_001.fastq.gz Exp1_9h_PolII PolII_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Polymerase_II/Exp1_9_h_Polymerase_II_TGCGAT_L001_R1_001.fastq.gz Exp1_9h_PolII PolII_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Polymerase_II/Exp1_9_h_Polymerase_II_TGCGAT_L003_R1_001.fastq.gz Exp1_9h_PolII PolII_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Polymerase_II/Exp1_9_h_Polymerase_II_TGCGAT_L004_R1_001.fastq.gz Exp1_9h_PolII PolII_9h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L003_R1_001.fastq.gz Exp1_9h_PolII_Input PolII_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L001_R1_001.fastq.gz Exp1_9h_PolII_Input PolII_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L003_R1_002.fastq.gz Exp1_9h_PolII_Input PolII_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L004_R1_001.fastq.gz Exp1_9h_PolII_Input PolII_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L002_R1_002.fastq.gz Exp1_9h_PolII_Input PolII_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L002_R1_001.fastq.gz Exp1_9h_PolII_Input PolII_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L001_R1_002.fastq.gz Exp1_9h_PolII_Input PolII_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_9_h_Input_DNA/Exp1_9_h_Input_DNA_TTGGTA_L004_R1_002.fastq.gz Exp1_9h_PolII_Input PolII_9h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K27me3/Exp1_Un-synchronized_cells_control_H3K27me3_GGCTAC_L001_R1_002.fastq.gz Exp1_Unsynchronized_H3K27me3 H3K27me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K27me3/Exp1_Un-synchronized_cells_control_H3K27me3_GGCTAC_L004_R1_002.fastq.gz Exp1_Unsynchronized_H3K27me3 H3K27me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K27me3/Exp1_Un-synchronized_cells_control_H3K27me3_GGCTAC_L003_R1_001.fastq.gz Exp1_Unsynchronized_H3K27me3 H3K27me3_Unsynchronized ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp1_Un-synchronized_cells_control_H3K27me3/Exp1_Un-synchronized_cells_control_H3K27me3_GGCTAC_L003_R1_002.fastq.gz Exp1_Unsynchronized_H3K27me3 H3K27me3_Unsynchronized ChIP 1
